eq_y,eq_d,loss_y,loss_d,terms_added,dict_size,n_selected,S_y,S_d,S_union
5.1904063*x0**2*x1 - x5 - log(x2**4),x0 + x1 + x2 + x3 + x4 + x5,9.645374,1.0744916,2,52,23,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(33), np.int64(36), np.int64(38), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(33), np.int64(36), np.int64(38), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]"
(x2**2 + (x5 - 10.2576)*0.37410513)**2 + (x0**2*(x1 + x1) - 2.5919528)*2.5935264,x0 + x1 + x2 + x3 + x4 + x5,22.12304,0.89705,4,54,26,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(30), np.int64(31), np.int64(32), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(46), np.int64(47), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(30), np.int64(31), np.int64(32), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(46), np.int64(47), np.int64(50), np.int64(51), np.int64(52)]"
5.47987342095093*x0**2*x1 - x5 - 2.5439436*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5 + 0.01105511,13.409351,1.0354158,2,52,21,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(15), np.int64(19), np.int64(21), np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(37), np.int64(39), np.int64(40), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(15), np.int64(19), np.int64(21), np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(37), np.int64(39), np.int64(40), np.int64(48), np.int64(50), np.int64(51)]"
5.246439*x0**2*x1 - x5 - log(x2**4),x0 + x1 + x2 + x3 + x4 + x5,12.221315,0.93805104,2,52,20,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(12), np.int64(14), np.int64(17), np.int64(26), np.int64(35), np.int64(36), np.int64(39), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(12), np.int64(14), np.int64(17), np.int64(26), np.int64(35), np.int64(36), np.int64(39), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]"
5.09337417935025*x0**2*x1 + 4.3625226*x2**2 - 2*x5 + (-x26 - 17.656571)*sqrt(x2**2) + 12.889538,x0 + x1 + x2 + x3 + x4 + x5,16.601583,0.7968325,2,52,31,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(40), np.int64(45), np.int64(46), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(40), np.int64(45), np.int64(46), np.int64(50), np.int64(51)]"
5.023868*x0**2*x1 - x5*(0.0203909999999999 - x4)**2 - x5 - (x2**2*(14.37314 - x4)**4)**(1/4) + 0.44052935*sqrt(x2**2) + 15.220125,x0 + x1 + x2 + x3 + x4 + x5,16.111889,0.9298218,3,53,39,"[np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]"
5.1558785*x0**2*x1 - log(x2**4),-(-1)*0.9979957*x0 + x1 + x2 + x3 + x4 + x5,15.833496,0.9887458,2,52,20,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(13), np.int64(15), np.int64(16), np.int64(21), np.int64(25), np.int64(26), np.int64(30), np.int64(38), np.int64(42), np.int64(45), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(13), np.int64(15), np.int64(16), np.int64(21), np.int64(25), np.int64(26), np.int64(30), np.int64(38), np.int64(42), np.int64(45), np.int64(47), np.int64(50), np.int64(51)]"
(-4.32679728912025*x0**2 - 0.3403906)*x1*(-1.179084) - (-(-2.271688)*x2**2 + x4*x3*(-3.4045534)) - 1*(-5.4532394),x0 + x1 + x2 + x3 + x4 + x5,26.974434,1.0049828,3,53,25,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(36), np.int64(39), np.int64(42), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(36), np.int64(39), np.int64(42), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
5.1837616*x0**2*x1 - x5 - 2.5468113*log(x2**2) + 0.12882681,x0 + x1 + x2 + x3 + x4 + x5,9.072296,0.9149101,2,52,19,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(9), np.int64(11), np.int64(13), np.int64(17), np.int64(22), np.int64(26), np.int64(31), np.int64(35), np.int64(40), np.int64(43), np.int64(47), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(9), np.int64(11), np.int64(13), np.int64(17), np.int64(22), np.int64(26), np.int64(31), np.int64(35), np.int64(40), np.int64(43), np.int64(47), np.int64(50), np.int64(51)]"
x0**2*5.2965393*x1 + x1 - x5 - (x2**2*2.414432 - 6.294979),x0 + x1 + x2 + x3 + x4 + x5,30.482336,0.915239,2,52,32,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.27042949397056*x0**2*x1 - log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,25.295492,0.9260279,2,52,20,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(10), np.int64(12), np.int64(14), np.int64(21), np.int64(24), np.int64(26), np.int64(27), np.int64(31), np.int64(39), np.int64(43), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(10), np.int64(12), np.int64(14), np.int64(21), np.int64(24), np.int64(26), np.int64(27), np.int64(31), np.int64(39), np.int64(43), np.int64(48), np.int64(50), np.int64(51)]"
x0**2*(5.2301326*x1 + 0.448963944321354) - 2*x5 - log(x2**4),x0 + x1 + x2 + x3 + x4 + x5 - 0.057496764,9.883245,0.9207965,3,53,16,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(21), np.int64(23), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(21), np.int64(23), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
4.99440176419504*x0**2*x1 - 2.3771324*x5 - 2.3771324*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,9.947079,0.91489434,2,52,17,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(12), np.int64(21), np.int64(23), np.int64(25), np.int64(28), np.int64(30), np.int64(39), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(12), np.int64(21), np.int64(23), np.int64(25), np.int64(28), np.int64(30), np.int64(39), np.int64(50), np.int64(51)]"
(5.18631300216484*x0**2)*x1 + (-x2**2 - x5 + 2.2556865)*2.463489,x0 + x1 + x2 + x3 + x4 + x5,28.374292,0.8521195,2,52,35,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]"
5.11584420187106*x0**2*x1 + x2 - 2.2005682*x5 - 2.2005682*log(x2**2) - 0.44115943,x0 + x1 + x2 + x3 + x4 + x5,10.884492,0.89790773,2,52,21,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(10), np.int64(13), np.int64(14), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(34), np.int64(41), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(10), np.int64(13), np.int64(14), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(34), np.int64(41), np.int64(50), np.int64(51)]"
5.152704982361*x0**2*x1 - 2.487335*x5 - 2.487335*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,8.814305,0.8740102,2,52,18,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(12), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(31), np.int64(32), np.int64(40), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(12), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(31), np.int64(32), np.int64(40), np.int64(50), np.int64(51)]"
5.152956*x0**2*x1 + 2.576478*x3*x4 - 2.576478*x5 - 2.576478*log(x2**2),x0 + x1 + x2 + x3 + x5 - (0.017921269 - x4),2.001657,0.95295215,3,53,10,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(23), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(23), np.int64(50), np.int64(51), np.int64(52)]"
4.9751716*x0**2*x1 + (4.097233 - 2.2581382*sqrt(x2**2))**2 - 3.7342298,x0 + x1 + x2 + x3 + x4 + x5,15.026704,0.95797056,2,52,27,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(35), np.int64(37), np.int64(40), np.int64(42), np.int64(44), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(35), np.int64(37), np.int64(40), np.int64(42), np.int64(44), np.int64(48), np.int64(50), np.int64(51)]"
5.17135239622785*x0**2*x1 + 0.60012484*x0 + x3*x4 - 2.496857*x5 - 2.496857*log(x2**2) - 0.1178076,x0 + x1 + x2 + x3 + x4 + x5,3.9519775,0.9506329,3,53,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(51), np.int64(52)]"
5.14698244614255*x1*(x0 - 0.0024608602)**2 + 2.5580022*x3*x4 - 2.5580022*x5 - 1.2790011*log(x2**4) - 0.139010352579322,x0 + x1 + x2 + x3 + x4 + x5,2.5446734,1.0083201,4,54,9,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(52), np.int64(53)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50), np.int64(52), np.int64(53)]"
x0**2*x1*5.439129 - 2.648346135876*x2**2 - 1*(-5.9478498),x0 + x1 + x2 + x3 + x4 + x5,23.228561,0.89289486,2,52,26,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(14), np.int64(18), np.int64(21), np.int64(22), np.int64(26), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(43), np.int64(44), np.int64(45), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(14), np.int64(18), np.int64(21), np.int64(22), np.int64(26), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(43), np.int64(44), np.int64(45), np.int64(49), np.int64(50), np.int64(51)]"
x1*(4.72008951738289*x0**2 + 0.475108398157726) - x2**2 + 2.8644874*x3*x4 - 2.8644874*x5 + 2.8785496,x0 + x1 + x2 + x3 + x4 + x5,23.04795,0.90766287,3,53,29,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(11), np.int64(16), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(45), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(11), np.int64(16), np.int64(18), np.int64(20), np.int64(21), np.int64(22), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(45), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
5.2749786*x0**2*x1 - 2.6374893*x5 - 2.6374893*log(x2**2) + 0.602996922047945,x0 + x1 + x2 + x3 + x4 + x5,9.357946,0.88829273,2,52,20,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(8), np.int64(19), np.int64(20), np.int64(22), np.int64(26), np.int64(30), np.int64(35), np.int64(37), np.int64(39), np.int64(40), np.int64(47), np.int64(48), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(19), np.int64(20), np.int64(22), np.int64(26), np.int64(30), np.int64(35), np.int64(37), np.int64(39), np.int64(40), np.int64(47), np.int64(48), np.int64(50), np.int64(51)]"
4.9146023*x0**2*x1 + x16 - x2**2 - log(x2**2) + 1.59144812843379,x0 + x1 + x2 + x3 + x4 + x5,27.352766,0.8910959,3,53,25,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(16), np.int64(17), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(33), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(50)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(16), np.int64(17), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(33), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.2039458031024*x0**2*x1 - 2.572891*x5 - 2.572891*log(x2**2) - 0.77132874245588,x0 + x1 + x2 + x3 + x4 + x5 - 1*0.0780575595521089,8.984854,0.86787415,2,52,24,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(15), np.int64(22), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(15), np.int64(22), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]"
4.9705372*x0**2*x1 - 2.4852686*x5 - 2.4852686*log(x2**2),x0 + x1 + x2 + x3 + x4 + x5,10.773608,0.9482378,2,52,17,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(17), np.int64(19), np.int64(23), np.int64(27), np.int64(28), np.int64(34), np.int64(40), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(17), np.int64(19), np.int64(23), np.int64(27), np.int64(28), np.int64(34), np.int64(40), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]"
5.621042*x0**2*x1 - x5 - log(x2**4) + 0.365316273229859,x0 + x1 + x2 + x3 + x4 + x5,11.220709,0.9002812,2,52,18,"[np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(7), np.int64(19), np.int64(24), np.int64(29), np.int64(35), np.int64(38), np.int64(40), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(19), np.int64(24), np.int64(29), np.int64(35), np.int64(38), np.int64(40), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51)]"
5.1464515*x0**2*x1 + 3.024055*x3*x4 - x5 + (x2**2 - 1*1.9126611)*(-2.642749) - 1*(-0.5454792),x0 + x1 + x2 + x3 + x4 + x5 - 1*0.11692585,16.777897,0.92864406,3,53,32,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(17), np.int64(18), np.int64(20), np.int64(24), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(47), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5)]","[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(17), np.int64(18), np.int64(20), np.int64(24), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(47), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]"
