eq_y,eq_d,loss_y,loss_d,terms_added,dict_size,n_selected,S_y,S_d,S_union
(x0**2*x1 - x5 + 0.7592096)*4.6023793,x16*(0.00365949584585029*x35**4*x45**4),37.514122,0.8884291,1,51,37,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50)]"
4.928214*x0**2*x1 - 2.550515*x5 - 2.550515*log(x2**2),0.0194513298745216*x10**4,8.904481,1.0927789,2,52,38,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(11), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(48), np.int64(50), np.int64(51)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(11), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(48), np.int64(50), np.int64(51)]"
4.8295474*x0**2*x1 - log(x2**4),x41*0.20151578*x18*x31,18.080084,0.92832375,1,51,33,"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(19), np.int64(21), np.int64(24), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(46), np.int64(48), np.int64(49), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(19), np.int64(21), np.int64(24), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(46), np.int64(48), np.int64(49), np.int64(50)]"
(-x5 - (x0**2*(-2.090189)*x1 + x2**2) + 2.31825)*2.5780253,x9*x28*(-0.1636772),30.729761,0.9769224,2,52,38,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.155934*x0**2*x1 - 5.155934*x5 - 5.155934*log(sqrt(x2**2)),(-x36 + x48)*0.15844528,9.562606,0.9165347,2,52,34,"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(40), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(40), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]"
x0**2*x1*5.0404396 - (2.81531552325604*x2**2 - 6.212214),0.0069916421452816*x5**2*(-x2 + x30)**4,31.269121,0.8290145,3,53,37,"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(17), np.int64(19), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(17), np.int64(19), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
4.9726367*x0**2*x1 - 2.6314704*x5 - 2.6314704*log(x2**2),x17*0.1309973,11.885936,0.9242953,2,52,41,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(50), np.int64(51)]"
(x0**2*x1 - x2**2 + 1.7996557)*4.440598,x19**2*(-0.0569531)*(x16 + x19),31.86063,0.9488448,3,53,35,"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(14), np.int64(15), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(14), np.int64(15), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
5.01372*x0**2*x1 - x5 - log(x2**4) + 0.17484808,0.0907553*(x13 + x29),13.4121065,0.9895281,1,51,38,"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(34), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(34), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(50)]"
x1 - log(x2**4),x11*(x18 - x33)*(-0.13428035),46.01703,0.915527,0,50,40,"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)]"
5.2231245*x0**2*x1 + (x5 - 1.4162804)**2 - log(x2**4) - 1.9911162,(0.012195005761*x7**4)*x9,12.838065,0.92760885,1,51,40,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49), np.int64(50)]"
(x0**2*x1 - x5 + 0.7290329)*4.6610227,x7*x49*0.03860975*(x10 + x7)**2,31.10373,0.94819295,1,51,38,"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50)]"
(x0**2*x1 - 1*(-0.71045864))*5.1240396,(x14 - (x20 + x43))*0.12357294,43.325024,0.9209211,1,51,34,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50)]",[],"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(46), np.int64(47), np.int64(49), np.int64(50)]"
4.950927604624*x0**2*x1 - 2.964006*x5 - 2.4151459*log(x2**2),x14*(-0.13243267),12.213678,0.9444559,2,52,29,"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(50)]"
x5*(-3.1093342) - (-4.83801668322064*x0**2*x1 + x2**2) + 4.1857314,x27*x6*0.15183957,32.4158,0.85494345,2,52,35,"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(50), np.int64(51)]"
4.9224133*x0**2*x1 - 3.0657597*x5 - 2.4672046*log(x2**2) + 0.17315951,x44**2*x3*(-0.13372806),10.884141,0.89293283,3,53,36,"[np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(31), np.int64(33), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(31), np.int64(33), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
5.0823703*x0**2*x1 - 3.145921*x5 - log(x2**4),x39*x42*(-0.17095329),8.561628,0.9038128,1,51,34,"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(49), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(49), np.int64(50)]"
5.116207573716*x0**2*x1 - 2.1847236*x5 - 2.1847236*log(x2**2),(x0 - x38)*x6*0.104611285,10.430974,0.9678527,2,52,28,"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(14), np.int64(17), np.int64(18), np.int64(22), np.int64(23), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(36), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(14), np.int64(17), np.int64(18), np.int64(22), np.int64(23), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(36), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
4.96617786219192*x0**2*x1 - 2.5604084*x5 - 2.5604084*log(x2**2) - 0.11690799150316,x10**2*0.09760084*x31,9.265019,0.93314666,3,53,34,"[np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(8), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(8), np.int64(10), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52)]"
x0**2*5.054278*x1 - 2.8193583*(x2**2 + x5 - 1*1.9948665),(-x29 + x43)*0.11690017,26.003353,0.96352565,2,52,34,"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(45), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]",[],"[np.int64(0), np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(45), np.int64(48), np.int64(49), np.int64(50), np.int64(51)]"
4.933061*x0**2*x1 - 2.71993*x2**2 - 1*(-5.6935086),0.00022698498272911*(x33 + 0.6128252)**8,26.493626,0.9679318,2,52,37,"[np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(50), np.int64(51)]",[],"[np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(50), np.int64(51)]"
2.4731586*x1*(1.4419591*x0 + 0.045367811218842)**2 - 2.4731586*x5 - 2.4731586*log(x2**2) + 0.077812049231532,x42*0.14567122*(x13 + x41),11.667318,0.93107855,1,51,38,"[np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50)]",[],"[np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(49), np.int64(50)]"
(-(-2.035963)*x0**2*x1 - x2**2 - x5 + 2.2476175)*2.379688,(x29 + x35)*(x29 - x44**2)*(-0.07038487),27.280624,0.9149678,3,53,34,"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(10), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(47), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]",[],"[np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(10), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(40), np.int64(41), np.int64(43), np.int64(45), np.int64(47), np.int64(48), np.int64(50), np.int64(51), np.int64(52)]"
